RequestID,Subject,Description,Category,Department,Requester,Technician,Request Mode,Created Time,Resolved Time,Request Status,Priority
70191,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Quality,Employee 8880,Tech 06,Web Form,2025-08-01 16:59:04,2025-08-09 08:06:42,Closed,High
70062,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,R&D,Employee 5299,Tech 09,E-Mail,2025-06-11 13:18:28,2025-06-13 11:55:51,Closed,Medium
70233,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Regulatory Affairs,Employee 8394,Tech 05,Phone Call,2025-07-18 05:37:56,2025-07-20 20:25:21,Closed,Low
70215,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Supply Chain,Employee 5594,Tech 09,Web Form,2025-06-08 17:50:03,2025-06-11 16:02:23,Closed,High
70267,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Supply Chain,Employee 1838,Tech 06,Web Form,2025-07-14 02:13:56,2025-07-14 15:50:47,Closed,Medium
70040,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Finance,Employee 4920,Tech 03,Web Form,2025-06-14 02:55:49,2025-06-14 05:41:45,Closed,High
70312,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Quality,Employee 9140,Tech 08,Phone Call,2025-06-20 23:41:32,,Open,Low
70340,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Field Sales,Employee 4419,Tech 10,Phone Call,2025-07-18 00:31:02,2025-07-19 07:03:28,Closed,Medium
70231,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Regulatory Affairs,Employee 2480,Tech 06,Web Form,2025-07-04 17:16:01,2025-07-08 07:44:40,Closed,Low
70098,Software install request,Software install request. Raised via self-service portal.,Software,Marketing,Employee 6611,Tech 12,Phone Call,2025-06-01 05:04:35,2025-06-02 03:16:03,Closed,Medium
70219,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Manufacturing,Employee 3114,Tech 10,Web Form,2025-08-11 07:14:52,2025-08-12 12:57:01,Closed,High
70034,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Field Sales,Employee 6947,Tech 09,E-Mail,2025-08-09 05:50:41,2025-08-09 08:51:54,Closed,High
70149,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Marketing,Employee 4697,Tech 03,Phone Call,2025-08-18 02:38:33,2025-08-19 02:27:53,Closed,Low
70292,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Supply Chain,Employee 4534,Tech 05,E-Mail,2025-07-31 13:41:34,2025-07-31 22:51:39,Closed,Low
70342,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,R&D,Employee 3499,Tech 02,Web Form,2025-07-24 16:20:21,2025-07-26 07:50:27,Closed,High
70079,Leaver access revocation,Leaver access revocation. Raised via self-service portal.,User Lifecycle,Marketing,Employee 7582,Tech 06,Web Form,2025-07-01 11:36:24,2025-07-02 23:47:06,Closed,Medium
70274,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,IT,Employee 5458,Tech 07,Web Form,2025-06-16 08:31:50,2025-06-16 14:01:23,Resolved,Medium
70326,How do I set up MFA on new phone,How do I set up MFA on new phone. Raised via self-service portal.,How-to,Quality,Employee 7613,Tech 06,E-Mail,2025-07-22 15:42:45,2025-07-22 18:11:16,Closed,Low
70170,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Finance,Employee 5409,Tech 03,Phone Call,2025-06-10 09:33:34,2025-06-11 13:59:34,Closed,High
70028,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,HR,Employee 8351,Tech 02,E-Mail,2025-07-08 15:32:48,2025-07-08 19:07:06,Closed,High
70250,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Field Sales,Employee 5453,Tech 01,Web Form,2025-07-10 20:51:03,2025-07-12 08:12:19,Closed,Medium
70301,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Marketing,Employee 4302,Tech 11,E-Mail,2025-07-20 17:39:10,2025-07-21 12:13:18,Closed,Low
70114,Software install request,Software install request. Raised via self-service portal.,Software,Regulatory Affairs,Employee 9018,Tech 09,Phone Call,2025-06-29 22:23:30,2025-07-01 20:20:37,Closed,High
70059,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Supply Chain,Employee 4616,Tech 08,Phone Call,2025-08-05 03:32:14,,Open,Low
70258,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,HR,Employee 3156,Tech 08,Phone Call,2025-08-01 08:00:08,2025-08-02 22:40:04,Closed,High
70129,License required for design tool,License required for design tool. Raised via self-service portal.,Software,HR,Employee 7287,Tech 11,E-Mail,2025-08-09 15:36:42,2025-08-09 23:43:53,Closed,Low
70348,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Supply Chain,Employee 3024,Tech 11,E-Mail,2025-06-11 01:30:16,2025-06-13 07:56:54,Closed,Low
70137,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Finance,Employee 4691,Tech 11,Web Form,2025-07-01 12:54:57,,On Hold,Medium
70153,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Quality,Employee 9917,Tech 11,Web Form,2025-08-05 12:13:02,2025-08-06 20:19:37,Closed,Low
70060,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Field Sales,Employee 2944,Tech 07,E-Mail,2025-06-28 11:09:15,2025-06-30 05:50:23,Closed,Low
70142,License required for design tool,License required for design tool. Raised via self-service portal.,Software,R&D,Employee 5824,Tech 10,Web Form,2025-07-07 09:44:00,2025-07-07 18:31:57,Closed,Low
70226,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Manufacturing,Employee 5614,Tech 10,Phone Call,2025-06-11 13:50:58,2025-06-15 10:36:38,Closed,High
70006,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,IT,Employee 6271,Tech 12,E-Mail,2025-08-04 11:55:04,2025-08-04 15:04:11,Closed,Low
70344,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Marketing,Employee 4607,Tech 12,Phone Call,2025-08-08 23:01:21,2025-08-11 16:10:46,Closed,High
70248,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Regulatory Affairs,Employee 9409,Tech 02,Web Form,2025-08-25 04:51:06,2025-08-26 21:49:55,Closed,Low
70126,License required for design tool,License required for design tool. Raised via self-service portal.,Software,HR,Employee 5616,Tech 08,Phone Call,2025-08-11 16:07:05,2025-08-12 07:32:37,Closed,High
70166,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Supply Chain,Employee 8105,Tech 10,Phone Call,2025-06-05 21:02:03,2025-06-07 08:44:21,Closed,Medium
70099,Software install request,Software install request. Raised via self-service portal.,Software,IT,Employee 9669,Tech 02,Phone Call,2025-07-10 01:40:52,2025-07-11 09:14:20,Closed,Medium
70015,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,IT,Employee 2905,Tech 08,Web Form,2025-06-16 01:09:14,2025-06-16 02:27:13,Closed,High
70229,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Finance,Employee 1124,Tech 08,Web Form,2025-06-18 18:32:12,2025-06-20 03:12:34,Closed,High
70245,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Finance,Employee 4392,Tech 04,Phone Call,2025-07-15 04:41:22,2025-07-17 00:49:13,Closed,Medium
70010,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Manufacturing,Employee 6764,Tech 06,E-Mail,2025-07-17 12:15:37,2025-07-17 13:02:58,Closed,Medium
70291,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 3862,Tech 10,E-Mail,2025-07-13 03:27:06,2025-07-14 13:37:03,Closed,Low
70282,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 1104,Tech 05,Web Form,2025-06-24 01:21:20,,On Hold,Low
70218,Wi-Fi drops in meeting rooms,Wi-Fi drops in meeting rooms. Raised via self-service portal.,Network,Field Sales,Employee 1456,Tech 12,Web Form,2025-06-30 21:46:49,,Open,Medium
70304,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Marketing,Employee 8696,Tech 06,Phone Call,2025-07-09 11:59:22,2025-07-09 23:19:04,Closed,Low
70300,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Field Sales,Employee 5881,Tech 06,Web Form,2025-07-14 14:15:27,2025-07-16 07:31:41,Closed,Medium
70241,VPN setup for remote work,VPN setup for remote work. Raised via self-service portal.,Network,Quality,Employee 2519,Tech 12,Web Form,2025-06-21 09:07:28,2025-06-21 18:31:58,Resolved,High
70048,New starter account creation,New starter account creation. Raised via self-service portal.,User Lifecycle,Regulatory Affairs,Employee 7049,Tech 04,Phone Call,2025-06-21 07:49:29,2025-06-23 15:28:54,Closed,Low
70180,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Regulatory Affairs,Employee 8967,Tech 09,E-Mail,2025-07-17 08:58:35,2025-07-23 06:43:39,Closed,Medium
70306,Distribution list update,Distribution list update. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 2655,Tech 02,Web Form,2025-08-05 16:52:46,,On Hold,Low
70336,Weekly sales report not generated,Weekly sales report not generated. Raised via self-service portal.,Reporting,Regulatory Affairs,Employee 6672,Tech 01,Phone Call,2025-08-05 13:11:49,2025-08-06 14:04:31,Closed,High
70214,Monitor flickering,Monitor flickering. Raised via self-service portal.,Hardware,Regulatory Affairs,Employee 9701,Tech 10,Web Form,2025-07-03 17:17:48,,On Hold,Medium
70007,Password reset for domain account,Password reset for domain account. Raised via self-service portal.,Identity & Access,Finance,Employee 8070,Tech 02,E-Mail,2025-07-22 14:21:07,2025-07-22 17:06:43,Closed,High
70133,License required for design tool,License required for design tool. Raised via self-service portal.,Software,Manufacturing,Employee 4091,Tech 08,Phone Call,2025-06-09 00:37:05,2025-06-10 11:11:44,Closed,Low
70269,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 1880,Tech 06,Web Form,2025-08-11 18:09:14,2025-08-13 00:13:29,Closed,Low
70115,Software install request,Software install request. Raised via self-service portal.,Software,HR,Employee 9365,Tech 06,Phone Call,2025-08-21 17:05:47,2025-08-23 13:31:27,Closed,Low
70270,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Manufacturing,Employee 3714,Tech 04,Web Form,2025-06-13 21:06:10,2025-06-14 15:39:44,Closed,High
70154,Printer not printing on level 2,Printer not printing on level 2. Raised via self-service portal.,Hardware,Field Sales,Employee 3431,Tech 02,Web Form,2025-08-28 05:25:20,2025-08-30 01:22:06,Closed,Medium
70122,Software install request,Software install request. Raised via self-service portal.,Software,R&D,Employee 9468,Tech 03,E-Mail,2025-06-08 16:04:32,2025-06-10 06:04:06,Resolved,High
70276,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,Regulatory Affairs,Employee 3282,Tech 04,Phone Call,2025-06-02 22:38:10,,Open,Medium
70287,Shared mailbox access request,Shared mailbox access request. Raised via self-service portal.,Email & Collaboration,IT,Employee 3384,Tech 07,Web Form,2025-06-18 00:43:47,2025-06-19 12:19:39,Closed,Medium
70195,Laptop replacement request,Laptop replacement request. Raised via self-service portal.,Hardware,Supply Chain,Employee 3807,Tech 01,Phone Call,2025-08-26 01:54:43,2025-09-04 22:32:32,Closed,High
