ID,Priority,Source,Requester Name,Subject,Description,Status,Agent Group Name,Agent Name,Created Date,Resolved Date,Requester Location,Department Name,Service Category,Sub Category,SLA Met
FLD190073,medium,portal,Employee 3532,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2493 Emp Code 2493 Mobile 98xxxxxx93 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 26,04-03-2025 06:37:25 PM,06-03-2025 07:30:08 AM,Region West,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190456,low,portal,Employee 7040,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7470 Emp Code 7470 Mobile 98xxxxxx91 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 27,09-03-2025 04:14:07 AM,,Plant A,Field Sales,Access & Authentication,Login Issues,Yes
FLD190450,medium,email,Employee 1002,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4656 Emp Code 4656 Mobile 98xxxxxx57 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 27,25-03-2025 04:46:50 PM,25-03-2025 11:36:55 PM,Plant A,Manufacturing,Access & Authentication,Login Issues,No
FLD190086,medium,email,Employee 7156,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3395 Emp Code 3395 Mobile 98xxxxxx56 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 06,04-05-2025 06:49:10 AM,,Region North,Manufacturing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190477,urgent,email,Employee 6499,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2536 Emp Code 2536 Mobile 98xxxxxx17 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IAM Team,Agent 32,30-04-2025 03:26:46 PM,03-05-2025 11:08:12 AM,Region West,Marketing,Access & Authentication,Access Rights,No
FLD190188,medium,portal,Employee 8578,FieldHub attendance reset request 8 March,"FieldHub attendance reset request 28 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7562 Emp Code 7562 Mobile 98xxxxxx55 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 07,21-05-2025 01:19:08 PM,22-05-2025 05:12:58 PM,Plant B,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190067,low,email,Employee 2377,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7898 Emp Code 7898 Mobile 98xxxxxx73 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 29,05-05-2025 08:29:45 AM,06-05-2025 05:30:05 PM,Plant B,Manufacturing,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190575,low,email,Employee 9671,Payslip not visible for last month,"Payslip not visible for last month. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7894 Emp Code 7894 Mobile 98xxxxxx60 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,HR Helpdesk,Agent 18,11-03-2025 12:08:30 PM,12-03-2025 02:50:05 AM,HQ,Field Sales,HR & Payroll,Payslip,Yes
FLD190581,medium,portal,Employee 7249,Payslip not visible for last month,"Payslip not visible for last month. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5261 Emp Code 5261 Mobile 98xxxxxx61 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,HR Helpdesk,Agent 08,01-06-2025 07:43:50 AM,03-06-2025 12:48:58 AM,Region West,IT,HR & Payroll,Payslip,Yes
FLD190191,medium,email,Employee 2411,FieldHub attendance reset request 14 March,"FieldHub attendance reset request 23 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7449 Emp Code 7449 Mobile 98xxxxxx88 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 18,21-05-2025 05:28:43 PM,22-05-2025 07:08:25 PM,Region South,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190672,low,portal,Employee 7734,sales assist not working,"sales assist not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6213 Emp Code 6213 Mobile 98xxxxxx97 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 21,10-04-2025 07:55:25 PM,14-04-2025 04:18:08 AM,HQ,Field Sales,,,Yes
FLD190043,urgent,email,Employee 5401,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4452 Emp Code 4452 Mobile 98xxxxxx19 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 06,25-04-2025 01:50:09 AM,,Plant B,Quality,Application & Software,FieldHub - Attendance & Leave,No
FLD190491,medium,email,Employee 8874,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 2467 Emp Code 2467 Mobile 98xxxxxx25 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IAM Team,Agent 05,03-04-2025 08:43:00 PM,05-04-2025 12:08:07 PM,Region South,Regulatory Affairs,Access & Authentication,Access Rights,No
FLD190357,medium,email,Employee 9516,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7453 Emp Code 7453 Mobile 98xxxxxx99 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Endpoint Team,Agent 04,05-03-2025 05:09:33 AM,11-03-2025 07:54:28 AM,Plant A,Finance,Hardware & Devices,iPad,No
FLD190490,medium,email,Employee 8137,Access rights request for SalesTrack dashboards,"Access rights request for SalesTrack dashboards. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8435 Emp Code 8435 Mobile 98xxxxxx78 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IAM Team,Agent 09,19-04-2025 02:28:39 AM,20-04-2025 04:42:55 AM,Region North,Field Sales,Access & Authentication,Access Rights,Yes
FLD190474,high,email,Employee 3091,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4425 Emp Code 4425 Mobile 98xxxxxx73 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 22,08-04-2025 02:59:34 AM,08-04-2025 08:19:49 AM,Plant B,HR,Access & Authentication,Login Issues,No
FLD190423,high,portal,Employee 6005,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4756 Emp Code 4756 Mobile 98xxxxxx53 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 31,19-04-2025 03:43:56 AM,19-04-2025 08:59:26 AM,Plant A,Field Sales,Access & Authentication,Login Issues,Yes
FLD190351,medium,email,Employee 5235,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9549 Emp Code 9549 Mobile 98xxxxxx78 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 04,24-03-2025 03:02:29 AM,25-03-2025 06:34:42 PM,Plant A,Manufacturing,Hardware & Devices,iPad,Yes
FLD190243,medium,email,Employee 8754,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6697 Emp Code 6697 Mobile 98xxxxxx76 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 31,04-06-2025 04:16:23 PM,08-06-2025 09:34:49 AM,Region South,Manufacturing,Application & Software,SalesTrack CRM,No
FLD190148,medium,email,Employee 3447,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7746 Emp Code 7746 Mobile 98xxxxxx41 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 02,27-03-2025 02:21:16 PM,29-03-2025 06:53:16 PM,HQ,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190632,low,email,Employee 5501,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5604 Emp Code 5604 Mobile 98xxxxxx64 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 38,14-05-2025 08:29:40 AM,18-05-2025 02:03:29 AM,HQ,Quality,,,Yes
FLD190433,medium,email,Employee 9716,URGENT: password reset request and login issue,"URGENT: password reset request and login issue. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3253 Emp Code 3253 Mobile 98xxxxxx52 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,IT Service Desk,Agent 08,11-03-2025 03:13:44 AM,,HQ,Field Sales,Access & Authentication,Login Issues,Yes
FLD190369,low,email,Employee 9440,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6842 Emp Code 6842 Mobile 98xxxxxx22 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Endpoint Team,Agent 39,16-03-2025 05:15:08 PM,,Plant A,Manufacturing,Hardware & Devices,iPad,Yes
FLD190698,urgent,portal,Employee 1828,"showing error, please help","showing error, please help. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7902 Emp Code 7902 Mobile 98xxxxxx37 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 08,20-05-2025 08:52:01 PM,,Region North,Manufacturing,,,Yes
FLD190629,medium,portal,Employee 8588,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5117 Emp Code 5117 Mobile 98xxxxxx20 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 32,30-05-2025 10:55:46 AM,06-06-2025 12:31:56 PM,Region North,Regulatory Affairs,,,Yes
FLD190072,medium,portal,Employee 4333,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6361 Emp Code 6361 Mobile 98xxxxxx62 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 24,14-04-2025 05:52:50 AM,14-04-2025 11:45:03 PM,Plant B,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190723,medium,email,Employee 6964,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8496 Emp Code 8496 Mobile 98xxxxxx64 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 16,05-05-2025 08:46:50 AM,11-05-2025 04:18:09 AM,Region West,Field Sales,,,Yes
FLD190631,urgent,chat,Employee 8468,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8094 Emp Code 8094 Mobile 98xxxxxx13 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,IT Service Desk,Agent 13,16-03-2025 10:18:42 AM,20-03-2025 08:06:28 PM,HQ,Finance,,,Yes
FLD190352,medium,portal,Employee 4013,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5272 Emp Code 5272 Mobile 98xxxxxx26 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 04,27-03-2025 12:25:11 PM,01-04-2025 08:33:00 AM,Plant B,Regulatory Affairs,Hardware & Devices,iPad,Yes
FLD190234,low,chat,Employee 1154,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3470 Emp Code 3470 Mobile 98xxxxxx74 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 23,28-06-2025 09:05:26 AM,28-06-2025 07:14:23 PM,Plant A,Field Sales,Application & Software,SalesTrack CRM,Yes
FLD190654,high,portal,Employee 2844,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9112 Emp Code 9112 Mobile 98xxxxxx70 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 19,02-04-2025 06:23:25 AM,02-04-2025 04:03:54 PM,Region South,Regulatory Affairs,,,Yes
FLD190387,medium,email,Employee 3947,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6751 Emp Code 6751 Mobile 98xxxxxx90 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Transfer to GXP Support,Endpoint Team,Agent 04,25-06-2025 10:52:30 PM,,Region North,Field Sales,Hardware & Devices,iPad,Yes
FLD190101,medium,email,Employee 4023,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6688 Emp Code 6688 Mobile 98xxxxxx75 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 37,04-04-2025 02:24:13 PM,04-04-2025 10:04:24 PM,Plant B,Finance,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190185,urgent,email,Employee 7621,FieldHub attendance reset request 20 March,"FieldHub attendance reset request 17 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4482 Emp Code 4482 Mobile 98xxxxxx26 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 33,28-06-2025 06:00:27 PM,30-06-2025 03:57:04 AM,Plant A,Quality,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190338,medium,email,Employee 4653,Requesting for iPad slide is not working,"Requesting for iPad slide is not working. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5406 Emp Code 5406 Mobile 98xxxxxx62 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 04,20-04-2025 05:47:27 PM,24-04-2025 10:17:12 PM,Region North,Field Sales,Hardware & Devices,iPad,No
FLD190368,medium,email,Employee 6936,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3045 Emp Code 3045 Mobile 98xxxxxx93 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Endpoint Team,Agent 03,19-04-2025 11:16:16 PM,,Region North,IT,Hardware & Devices,iPad,Yes
FLD190494,medium,email,Employee 1409,Company portal not working on managed device,"Company portal not working on managed device. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9785 Emp Code 9785 Mobile 98xxxxxx73 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 14,14-05-2025 01:05:57 PM,15-05-2025 10:25:56 PM,Region North,Field Sales,Hardware & Devices,Mobile,Yes
FLD190377,medium,email,Employee 5851,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8859 Emp Code 8859 Mobile 98xxxxxx66 HQ Region South. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 32,16-05-2025 04:47:04 AM,18-05-2025 01:18:41 AM,Region North,Quality,Hardware & Devices,iPad,Yes
FLD190580,medium,portal,Employee 4108,Payslip not visible for last month,"Payslip not visible for last month. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7192 Emp Code 7192 Mobile 98xxxxxx77 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,HR Helpdesk,Agent 02,30-04-2025 03:03:40 AM,01-05-2025 12:54:57 AM,Plant B,Finance,HR & Payroll,Payslip,Yes
FLD190390,urgent,chat,Employee 3642,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4127 Emp Code 4127 Mobile 98xxxxxx44 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 40,27-05-2025 09:44:31 AM,01-06-2025 05:53:48 AM,Plant A,HR,Hardware & Devices,iPad,Yes
FLD190651,medium,portal,Employee 6931,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 5689 Emp Code 5689 Mobile 98xxxxxx74 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 16,24-03-2025 12:40:36 PM,27-03-2025 10:58:23 AM,Region West,R&D,,,Yes
FLD190552,medium,email,Employee 8600,SAP login error after password change,"SAP login error after password change. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7574 Emp Code 7574 Mobile 98xxxxxx15 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,SAP Basis,Agent 30,05-04-2025 11:35:50 PM,08-04-2025 03:42:17 AM,Region South,HR,Application & Software,SAP,Yes
FLD190041,low,email,Employee 5987,Kindly unlock my attendance in FieldHub,"Kindly unlock my attendance in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3186 Emp Code 3186 Mobile 98xxxxxx11 HQ Region North. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Resolved,Field Support L1,Agent 04,14-05-2025 12:53:06 AM,14-05-2025 10:09:11 AM,Region North,Quality,Application & Software,FieldHub - Attendance & Leave,No
FLD190454,medium,portal,Employee 4351,"Account locked out, unable to sign in to SSO","Account locked out, unable to sign in to SSO. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7440 Emp Code 7440 Mobile 98xxxxxx94 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 19,10-06-2025 04:04:57 AM,10-06-2025 05:59:58 AM,Plant A,R&D,Access & Authentication,Login Issues,Yes
FLD190312,low,email,Employee 2402,DetailPro slides not syncing on iPad,"DetailPro slides not syncing on iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9806 Emp Code 9806 Mobile 98xxxxxx19 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L2,Agent 04,23-06-2025 07:34:55 PM,28-06-2025 06:30:17 AM,Region West,Finance,Application & Software,DetailPro CLM,Yes
FLD190350,low,portal,Employee 8674,iPad enrollment for new joiner,"iPad enrollment for new joiner. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4788 Emp Code 4788 Mobile 98xxxxxx89 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 31,05-06-2025 05:44:36 AM,09-06-2025 06:09:30 PM,Region South,IT,Hardware & Devices,iPad,Yes
FLD190719,low,email,Employee 6821,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3548 Emp Code 3548 Mobile 98xxxxxx14 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 30,23-06-2025 09:43:14 AM,26-06-2025 04:39:29 AM,HQ,Field Sales,,,Yes
FLD190275,high,portal,Employee 3698,Leave balance not reflecting in FieldHub,"Leave balance not reflecting in FieldHub. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9404 Emp Code 9404 Mobile 98xxxxxx48 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Open,Field Support L1,Agent 38,08-06-2025 09:52:32 AM,,Region South,Field Sales,Application & Software,FieldHub - Reporting & Account,Yes
FLD190649,low,email,Employee 6857,New Ticket,"New Ticket. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 9279 Emp Code 9279 Mobile 98xxxxxx70 HQ Plant B. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 23,31-05-2025 10:32:30 AM,06-06-2025 06:57:19 PM,Region North,Field Sales,,,Yes
FLD190229,medium,portal,Employee 3446,"Forgot to submit my call, please backdate","Forgot to submit my call, please backdate. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3655 Emp Code 3655 Mobile 98xxxxxx77 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,Field Support L1,Agent 23,25-03-2025 02:13:23 PM,,Region West,Manufacturing,Application & Software,SalesTrack CRM,Yes
FLD190590,medium,portal,Employee 5647,VPN keeps disconnecting at plant network,"VPN keeps disconnecting at plant network. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 7042 Emp Code 7042 Mobile 98xxxxxx35 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Network Team,Agent 34,09-05-2025 08:29:20 PM,12-05-2025 10:03:03 PM,Plant B,Manufacturing,Network & Connectivity,VPN,Yes
FLD190383,medium,email,Employee 4435,Remove remote management from my old iPad,"Remove remote management from my old iPad. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 3303 Emp Code 3303 Mobile 98xxxxxx28 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Endpoint Team,Agent 15,04-04-2025 01:15:53 PM,09-04-2025 07:26:12 AM,Plant B,Field Sales,Hardware & Devices,iPad,Yes
FLD190536,medium,portal,Employee 4258,"SAP attendance period locked, cannot submit timesheet","SAP attendance period locked, cannot submit timesheet. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6307 Emp Code 6307 Mobile 98xxxxxx46 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,SAP Basis,Agent 18,02-06-2025 01:43:56 PM,,Region South,Field Sales,Application & Software,SAP,Yes
FLD190565,medium,portal,Employee 3343,Unable to use my Outlook on laptop,"Unable to use my Outlook on laptop. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 6661 Emp Code 6661 Mobile 98xxxxxx52 HQ Plant A. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,IT Service Desk,Agent 05,28-06-2025 09:45:08 PM,30-06-2025 07:03:37 PM,HQ,Field Sales,Communication Tools,Email/Outlook,Yes
FLD190205,low,portal,Employee 9690,FieldHub attendance reset request 21 March,"FieldHub attendance reset request 1 March. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 4094 Emp Code 4094 Mobile 98xxxxxx38 HQ Region West. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",Closed,Field Support L1,Agent 29,20-04-2025 12:53:23 PM,22-04-2025 01:31:54 PM,Region West,Field Sales,Application & Software,FieldHub - Attendance & Leave,Yes
FLD190709,medium,email,Employee 7431,"unable to access, request to resolve","unable to access, request to resolve. Please resolve on priority. [External] EXTERNAL SENDER: do not click links unless you recognize the sender. Regards, Employee 8719 Emp Code 8719 Mobile 98xxxxxx29 HQ HQ. Get Outlook for iOS. Disclaimer: This email and any files transmitted with it are confidential and intended solely for the use of the individual.",On Hold,IT Service Desk,Agent 15,28-04-2025 01:43:56 AM,,Region South,Field Sales,,,Yes
